"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Hector Figueroa","Rays","0","0","6.16","0","1","0","1.0","1","1","0","1","1","1.84","5.75","6.63","6.47","0.0","0.0","999.0","sa873724"
"Julian Arballo","","0","0","6.50","0","1","0","1.0","1","1","0","1","1","1.86","5.75","6.42","6.64","0.0","0.0","999.0","sa504009"
"Dylan Thomas","","0","0","6.57","0","1","0","1.0","1","1","0","1","1","1.89","5.94","6.90","6.74","0.0","0.0","999.0","sa1115767"
"William Martin","Mariners","0","0","6.37","0","1","0","1.0","1","1","0","1","1","1.84","6.24","6.66","6.68","0.0","0.0","999.0","sa3009929"
"Christopher Gau","","0","0","6.23","0","1","0","1.0","1","1","0","1","1","1.79","6.03","6.16","6.48","0.0","0.0","999.0","sa3007728"
"Heath Hembree","","1","2","4.79","0","30","0","30.0","29","16","5","31","12","1.36","9.37","3.66","4.84","0.0","0.0","999.0","11632"
"Alejandro Mejia","","0","0","6.89","0","1","0","1.0","1","1","0","1","1","1.98","5.04","7.10","7.00","0.0","0.0","999.0","sa3002923"
"Kelvin Rodriguez","","0","0","6.30","0","1","0","1.0","1","1","0","1","1","1.89","6.36","7.19","6.65","0.0","0.0","999.0","sa877674"
"Ted Cillis","","0","0","6.32","0","1","0","1.0","1","1","0","1","1","1.89","5.39","6.77","6.65","0.0","0.0","999.0","sa3006838"
"Jonathan Guzman","","0","0","6.45","0","1","0","1.0","1","1","0","1","1","1.90","6.46","7.27","6.66","0.0","0.0","999.0","sa874249"
"Bryson Hutchinson","","0","0","6.21","0","1","0","1.0","1","1","0","1","1","1.77","5.18","5.54","6.47","0.0","0.0","999.0","sa3005328"
"Oscar Marcelino","","0","0","6.43","0","1","0","1.0","1","1","0","1","1","1.93","6.20","7.39","6.66","0.0","0.0","999.0","sa830623"
"Avery Whitney","","0","0","6.40","0","1","0","1.0","1","1","0","1","1","1.84","6.42","6.70","6.55","0.0","0.0","999.0","sa3007966"
"Jerrord Perez","","0","0","6.41","0","1","0","1.0","1","1","0","1","1","1.94","5.88","7.51","6.75","0.0","0.0","999.0","sa3007859"
"Andrew McGuire","","0","0","6.46","0","1","0","1.0","1","1","0","1","1","1.92","5.07","6.74","6.66","0.0","0.0","999.0","sa3008048"
"Gabriel Friese","","0","0","6.56","0","1","0","1.0","1","1","0","1","1","1.80","5.57","5.68","6.66","0.0","0.0","999.0","sa856184"
"Jamal Wade","","0","0","6.49","0","1","0","1.0","1","1","0","1","1","1.92","6.53","7.38","6.66","0.0","0.0","999.0","sa3004796"
"Elkin Alcala","","0","0","6.50","0","1","0","1.0","1","1","0","1","1","1.74","5.82","5.36","6.67","0.0","0.0","999.0","sa917126"
"Noel De Jesus","","0","0","6.24","0","1","0","1.0","1","1","0","1","1","1.87","5.66","6.74","6.48","0.0","0.0","999.0","sa879105"
"Yaramil Hiraldo","","0","0","6.44","0","1","0","1.0","1","1","0","1","1","1.86","6.55","6.86","6.54","0.0","0.0","999.0","sa3006562"
"Tyler Fallwell","","0","0","6.52","0","1","0","1.0","1","1","0","1","1","1.87","6.04","6.63","6.67","0.0","0.0","999.0","sa918454"
"Josh Keaton","","0","0","6.81","0","1","0","1.0","1","1","0","1","1","2.02","5.60","8.05","7.15","0.0","0.0","999.0","sa3004668"
"Dylan Stock","","0","0","6.50","0","1","0","1.0","1","1","0","1","1","1.89","6.06","6.95","6.67","0.0","0.0","999.0","sa3004354"
"Zach Wolf","","0","0","6.15","0","1","0","1.0","1","1","0","1","1","1.80","6.67","6.59","6.39","0.0","0.0","999.0","sa3008071"
"Ryan Koziol","","0","0","6.54","0","1","0","1.0","1","1","0","1","1","1.88","5.61","6.50","6.68","0.0","0.0","999.0","sa878100"
"Ronny Agustin","Pirates","0","0","6.22","0","1","0","1.0","1","1","0","1","1","1.90","6.41","7.38","6.55","0.0","0.0","999.0","sa873563"
"Jeferson Mejia","","0","0","6.49","0","1","0","1.0","1","1","0","1","1","1.91","6.61","7.42","6.68","0.0","0.0","999.0","sa751022"
"Carlos Vega","","0","0","6.58","0","1","0","1.0","1","1","0","1","1","1.84","6.07","6.38","6.68","0.0","0.0","999.0","sa3007909"
"David McKay","","1","1","5.00","0","12","0","12.0","11","7","2","13","7","1.50","9.61","4.94","5.03","0.0","0.0","999.0","19814"
"Jose Alejandro","","0","0","6.49","0","1","0","1.0","1","1","0","1","1","1.93","6.40","7.49","6.68","0.0","0.0","999.0","sa873154"
"Austin Gardner","","0","0","6.80","0","1","0","1.0","1","1","0","1","1","1.91","5.83","6.74","6.95","0.0","0.0","999.0","sa3004459"
"Charles Cerny","","0","0","6.32","0","1","0","1.0","1","1","0","1","1","1.97","5.50","7.65","6.56","0.0","0.0","999.0","sa3007230"
"Devin Hemmerich","","0","0","6.14","0","1","0","1.0","1","1","0","1","1","1.81","5.75","6.23","6.53","0.0","0.0","999.0","sa3004672"
"Christian Vann","","0","0","6.36","0","1","0","1.0","1","1","0","1","1","1.94","6.16","7.56","6.74","0.0","0.0","999.0","sa3007812"
"Erin Baldwin","","0","0","6.52","0","1","0","1.0","1","1","0","1","1","1.87","4.92","6.26","6.69","0.0","0.0","999.0","sa3006963"
"Wesley Rodriguez","","0","0","6.43","0","1","0","1.0","1","1","0","1","1","1.87","6.62","6.99","6.56","0.0","0.0","999.0","sa875566"
"Miguel Ausua","","0","0","6.46","0","1","0","1.0","1","1","0","1","1","1.86","4.81","6.03","6.69","0.0","0.0","999.0","sa3006835"
"Rogelio Bernal","","0","0","6.52","0","1","0","1.0","1","1","0","1","1","1.87","5.63","6.51","6.69","0.0","0.0","999.0","sa914044"
"Refugio Marin","","0","0","6.53","0","1","0","1.0","1","1","0","1","1","1.86","5.58","6.34","6.69","0.0","0.0","999.0","sa977187"
"Yorvin Pantoja","","0","0","6.40","0","1","0","1.0","1","1","0","1","1","1.88","6.31","7.00","6.65","0.0","0.0","999.0","sa873466"
"Francisco Villegas","","0","0","6.42","0","1","0","1.0","1","1","0","1","1","1.84","6.70","6.76","6.69","0.0","0.0","999.0","sa917805"
"Alec Byrd","","0","0","6.38","0","1","0","1.0","1","1","0","1","1","1.86","5.99","6.67","6.70","0.0","0.0","999.0","sa738733"
"Kyle Goodbrand","","0","0","6.24","0","1","0","1.0","1","1","0","1","1","1.81","6.26","6.47","6.53","0.0","0.0","999.0","sa3004963"
"Brandon Komar","Padres","0","0","6.42","0","1","0","1.0","1","1","0","1","1","1.85","6.08","6.58","6.54","0.0","0.0","999.0","sa3010630"
"Oswaldo Castillo","","0","0","6.46","0","1","0","1.0","1","1","0","1","1","1.93","6.35","7.50","6.70","0.0","0.0","999.0","sa735885"
"Mitchell Stalsberg","","0","0","6.78","0","1","0","1.0","1","1","0","1","1","1.99","6.26","7.79","6.94","0.0","0.0","999.0","sa3004223"
"Andrew Gist","","0","0","6.40","0","1","0","1.0","1","1","0","1","1","1.92","5.62","7.04","6.70","0.0","0.0","999.0","sa913053"
"Zachary Daniels","Braves","0","0","6.44","0","1","0","1.0","1","1","0","1","1","1.85","5.68","6.24","6.52","0.0","0.0","999.0","sa3007774"
"Daniel Hrbek","","0","0","6.54","0","1","0","1.0","1","1","0","1","1","1.83","6.31","6.48","6.71","0.0","0.0","999.0","sa3004716"
"Wes Robertson","Reds","0","0","6.81","0","1","0","1.0","1","1","0","1","1","1.87","6.30","6.51","6.85","0.0","0.0","999.0","sa3004491"
"Brian Rapp","","0","0","6.67","0","1","0","1.0","1","1","0","1","1","1.90","5.56","6.74","6.80","0.0","0.0","999.0","sa3007709"
"Tyler Gillies","","0","0","6.35","0","1","0","1.0","1","1","0","1","1","1.81","6.61","6.54","6.62","0.0","0.0","999.0","sa3008645"
"Daniel Guerrero","","0","0","6.61","0","1","0","1.0","1","1","0","1","1","1.75","5.32","5.10","6.72","0.0","0.0","999.0","sa325916"
"Nathan Witt","","0","0","6.34","0","1","0","1.0","1","1","0","1","1","1.80","5.77","6.02","6.57","0.0","0.0","999.0","sa3005340"
"Aron McRee","","0","0","6.55","0","1","0","1.0","1","1","0","1","1","1.93","5.57","7.09","6.72","0.0","0.0","999.0","sa919545"
"Mayky Perez","","0","0","6.47","0","1","0","1.0","1","1","0","1","1","1.90","7.10","7.61","6.73","0.0","0.0","999.0","sa829767"
"Jim Voyles","","0","0","6.59","0","1","0","1.0","1","1","0","1","1","1.84","5.82","6.23","6.73","0.0","0.0","999.0","sa3004825"
"Ismael Cabrera","","0","0","6.57","0","1","0","1.0","1","1","0","1","1","1.83","6.31","6.43","6.73","0.0","0.0","999.0","sa828835"
"Confesor Inoa","","0","0","6.52","0","1","0","1.0","1","1","0","1","1","1.86","5.60","6.50","6.73","0.0","0.0","999.0","sa919027"
"Austin DeCarr","","0","0","6.51","0","1","0","1.0","1","1","0","1","1","1.96","6.27","7.75","6.73","0.0","0.0","999.0","sa828795"
"Victor Cavalieri","","0","0","6.45","0","1","0","1.0","1","1","0","1","1","1.87","6.45","6.93","6.73","0.0","0.0","999.0","sa3007494"
"David Smith","","0","0","6.59","0","1","0","1.0","1","1","0","1","1","1.89","5.76","6.73","6.73","0.0","0.0","999.0","sa3004601"
"Maikel Aguiar","Cubs","0","0","6.41","0","1","0","1.0","1","1","0","1","1","1.89","6.37","7.26","6.62","0.0","0.0","999.0","sa921734"
"Garrett Cave","","0","0","6.51","0","1","0","1.0","1","1","0","1","1","1.95","6.65","7.84","6.74","0.0","0.0","999.0","sa829217"
"Marvin Gorgas","","0","0","6.56","0","1","0","1.0","1","1","0","1","1","1.91","6.27","7.22","6.74","0.0","0.0","999.0","sa829061"
"Abraham Almonte","","0","0","6.44","0","1","0","1.0","1","1","0","1","1","1.89","6.15","7.00","6.75","0.0","0.0","999.0","sa3004017"
"Jaimito Lebron","","0","0","6.52","0","1","0","1.0","1","1","0","1","1","1.94","6.01","7.44","6.75","0.0","0.0","999.0","sa829379"
"Matthew Waldron","Padres","0","0","6.42","0","1","0","1.0","1","1","0","1","1","1.87","5.84","6.68","6.58","0.0","0.0","999.0","sa3010111"
"Edgar Navarro","White Sox","0","0","6.47","0","1","0","1.0","1","1","0","1","1","1.97","5.32","7.47","6.85","0.0","0.0","999.0","sa3005703"
"Devon Fisher","","0","0","6.56","0","1","0","1.0","1","1","0","1","1","1.86","6.35","6.80","6.75","0.0","0.0","999.0","sa829287"
"Juan Nunez","","0","0","6.57","0","1","0","1.0","1","1","0","1","1","1.89","6.22","7.00","6.75","0.0","0.0","999.0","sa828600"
"Rafael Carvajal","","0","0","6.60","0","1","0","1.0","1","1","0","1","1","1.89","5.44","6.60","6.75","0.0","0.0","999.0","sa924083"
"Pedro Espinola","","0","0","6.57","0","1","0","1.0","1","1","0","1","1","1.89","6.80","7.26","6.76","0.0","0.0","999.0","sa3002909"
"Luis Pasen","","0","0","6.57","0","1","0","1.0","1","1","0","1","1","1.95","6.05","7.49","6.76","0.0","0.0","999.0","sa917337"
"Angel Landazuri","","0","0","6.69","0","1","0","1.0","1","1","0","1","1","1.79","4.95","5.21","6.76","0.0","0.0","999.0","sa549571"
"Kory Behenna","","0","0","6.45","0","1","0","1.0","1","1","0","1","1","1.90","6.30","7.17","6.76","0.0","0.0","999.0","sa3004600"
"Miguel Lara","Rays","0","0","6.34","0","1","0","1.0","1","1","0","1","1","1.84","6.21","6.72","6.59","0.0","0.0","999.0","sa873548"
"Edgar Martinez","","0","0","6.70","0","1","0","1.0","1","1","0","1","1","1.87","5.77","6.40","6.77","0.0","0.0","999.0","sa3008636"
"Jacob Steffens","","0","0","6.64","0","1","0","1.0","1","1","0","1","1","1.87","5.58","6.37","6.77","0.0","0.0","999.0","sa3004924"
"Jesus Alcantar","","0","0","6.65","0","1","0","1.0","1","1","0","1","1","1.83","5.63","6.02","6.78","0.0","0.0","999.0","sa3002590"
"Alfonso Hernandez","","0","0","6.52","0","1","0","1.0","1","1","0","1","1","1.85","5.82","6.47","6.83","0.0","0.0","999.0","sa917812"
"Ricardo Hernandez","","0","0","6.62","0","1","0","1.0","1","1","0","1","1","1.90","6.03","6.93","6.78","0.0","0.0","999.0","sa3002789"
"Hunter Stratton","","0","0","6.49","0","1","0","1.0","1","1","0","1","1","1.86","6.01","6.72","6.65","0.0","0.0","999.0","sa3004216"
"Andrew Deramo","","0","0","6.63","0","1","0","1.0","1","1","0","1","1","1.93","5.88","7.14","6.78","0.0","0.0","999.0","sa918673"
"Moises Lugo","Padres","0","0","6.46","0","1","0","1.0","1","1","0","1","1","1.86","5.99","6.64","6.61","0.0","0.0","999.0","sa3002814"
"Kida De La Cruz","","0","0","6.60","0","1","0","1.0","1","1","0","1","1","1.92","7.26","7.72","6.78","0.0","0.0","999.0","sa829580"
"Yelin Rodriguez","","0","0","6.42","0","1","0","1.0","1","1","0","1","1","1.96","6.19","7.78","6.78","0.0","0.0","999.0","sa918422"
"James Ziemba","","0","0","6.43","0","1","0","1.0","1","1","0","1","1","1.97","5.24","7.38","6.78","0.0","0.0","999.0","sa915604"
"Jared Finkel","","0","0","6.62","0","1","0","1.0","1","1","0","1","1","1.91","5.31","6.71","6.79","0.0","0.0","999.0","sa3004596"
"Robinson Martinez","","0","0","6.71","0","1","0","1.0","1","1","0","1","1","1.90","7.05","7.34","6.91","0.0","0.0","999.0","sa873188"
"Connor Ryan","","0","0","6.63","0","1","0","1.0","1","1","0","1","1","1.95","5.88","7.37","6.79","0.0","0.0","999.0","sa3004746"
"Daniel James","","0","0","6.60","0","1","0","1.0","1","1","0","1","1","1.88","6.47","7.02","6.80","0.0","0.0","999.0","sa3007217"
"Luis Mora","","0","0","6.36","0","1","0","1.0","1","1","0","1","1","1.96","6.98","8.09","6.61","0.0","0.0","999.0","sa828591"
"Riley McCauley","","0","0","6.57","0","1","0","1.0","1","1","0","1","1","1.96","7.35","8.23","6.80","0.0","0.0","999.0","sa3007964"
"Levi MaVorhis","","0","0","6.69","0","1","0","1.0","1","1","0","1","1","1.86","5.35","6.19","6.80","0.0","0.0","999.0","sa856277"
"Nick Jobst","","0","0","6.67","0","1","0","1.0","1","1","0","1","1","1.92","6.01","7.06","6.81","0.0","0.0","999.0","sa918342"
"Benjamin Sandoval","","0","0","6.71","0","1","0","1.0","1","1","0","1","1","1.86","5.56","6.28","6.81","0.0","0.0","999.0","sa545115"
"Mark Potter","","0","0","6.71","0","1","0","1.0","1","1","0","1","1","1.88","6.10","6.74","6.93","0.0","0.0","999.0","sa3008066"
"Blake Hickman","","0","0","6.72","0","1","0","1.0","1","1","0","1","1","1.87","5.86","6.54","6.81","0.0","0.0","999.0","sa658504"
"Jose Vasquez","","0","0","6.60","0","1","0","1.0","1","1","0","1","1","1.91","5.63","6.95","6.81","0.0","0.0","999.0","sa871767"
"Jeremy Ovalle","","0","0","6.62","0","1","0","1.0","1","1","0","1","1","1.95","6.84","7.87","6.81","0.0","0.0","999.0","sa828493"
"Mario Jimenez","","0","0","6.67","0","1","0","1.0","1","1","0","1","1","1.88","5.55","6.53","6.81","0.0","0.0","999.0","sa944733"
"Jesus Sanchez","","0","0","6.71","0","1","0","1.0","1","1","0","1","1","1.76","5.31","5.13","6.81","0.0","0.0","999.0","sa508091"
"Nicholas Brown","","0","0","6.74","0","1","0","1.0","1","1","0","1","1","1.83","5.59","5.94","6.82","0.0","0.0","999.0","sa915777"
"Raul Brito","","0","0","6.27","0","1","0","1.0","1","1","0","1","1","1.92","6.08","7.40","6.53","0.0","0.0","999.0","sa928287"
"Jose Amezcua","","0","0","6.67","0","1","0","1.0","1","1","0","1","1","1.92","5.52","6.87","6.82","0.0","0.0","999.0","sa548382"
"Chad Martin","","0","0","6.65","0","1","0","1.0","1","1","0","1","1","1.94","6.27","7.48","6.82","0.0","0.0","999.0","sa873278"
"Cole Gordon","","0","0","6.31","0","1","0","1.0","1","1","0","1","1","1.84","6.77","7.00","6.63","0.0","0.0","999.0","sa3011216"
"Travis Kuhn","","0","0","6.52","0","1","0","1.0","1","1","0","1","1","1.90","6.35","7.31","6.86","0.0","0.0","999.0","sa3009928"
"Joseph Matulovich","","0","0","6.57","0","1","0","1.0","1","1","0","1","1","1.82","6.38","6.38","6.73","0.0","0.0","999.0","sa3008274"
"Carlos Pena","","0","0","6.66","0","1","0","1.0","1","1","0","1","1","1.92","6.27","7.27","6.83","0.0","0.0","999.0","sa879441"
"Brandon Marsonek","","0","0","6.55","0","1","0","1.0","1","1","0","1","1","1.92","6.02","7.24","6.84","0.0","0.0","999.0","sa3004117"
"John Pomeroy","","0","0","6.52","0","1","0","1.0","1","1","0","1","1","1.97","6.35","7.92","6.73","0.0","0.0","999.0","sa918291"
"Christopher Hunt","","0","0","6.73","0","1","0","1.0","1","1","0","1","1","1.86","5.67","6.28","6.84","0.0","0.0","999.0","sa3004678"
"Luis Araujo","","0","0","6.69","0","1","0","1.0","1","1","0","1","1","1.89","6.40","6.99","6.84","0.0","0.0","999.0","sa737446"
"Chandler Day","","0","0","6.72","0","1","0","1.0","1","1","0","1","1","1.88","5.59","6.51","6.90","0.0","0.0","999.0","sa3008021"
"Jesus Ortiz","","0","0","6.72","0","1","0","1.0","1","1","0","1","1","1.87","5.82","6.53","6.84","0.0","0.0","999.0","sa875401"
"Elvis Alvarado","","0","0","6.59","0","1","0","1.0","1","1","0","1","1","1.87","5.87","6.78","6.88","0.0","0.0","999.0","sa919291"
"Trent Johnson","","0","0","6.69","0","1","0","1.0","1","1","0","1","1","1.93","5.66","7.03","6.85","0.0","0.0","999.0","sa918354"
"Denny Roman","Pirates","0","0","6.43","0","1","0","1.0","1","1","0","1","1","1.95","6.14","7.66","6.72","0.0","0.0","999.0","sa3007608"
"Edward Cuello","","0","0","6.49","0","1","0","1.0","1","1","0","1","1","1.83","5.98","6.33","6.70","0.0","0.0","999.0","sa3002795"
"Ramon Perez","","0","0","6.36","0","1","0","1.0","1","1","0","1","1","1.88","6.04","6.99","6.69","0.0","0.0","999.0","sa3004005"
"Oliver Garcia","","0","0","6.63","0","1","0","1.0","1","1","0","1","1","1.93","6.03","7.29","6.73","0.0","0.0","999.0","sa917415"
"Andrew McDonald","","0","0","6.66","0","1","0","1.0","1","1","0","1","1","1.93","5.45","7.02","6.86","0.0","0.0","999.0","sa857612"
"James Murphy","","0","0","6.68","0","1","0","1.0","1","1","0","1","1","1.97","5.03","7.16","6.86","0.0","0.0","999.0","sa3004665"
"Juan Florentino","","0","0","6.72","0","1","0","1.0","1","1","0","1","1","1.85","6.10","6.43","6.86","0.0","0.0","999.0","sa886971"
"Luis Aquino","","0","0","6.68","0","1","0","1.0","1","1","0","1","1","1.92","5.78","7.06","6.86","0.0","0.0","999.0","sa657752"
"Ryan Fernandez","Red Sox","0","0","6.80","0","1","0","1.0","1","1","0","1","1","1.93","5.51","6.85","6.82","0.0","0.0","999.0","sa3007996"
"Kai-Wei Lin","","0","0","6.66","0","1","0","1.0","1","1","0","1","1","1.86","6.39","6.66","6.74","0.0","0.0","999.0","sa919537"
"Jacob Belinda","","0","0","6.70","0","1","0","1.0","1","1","0","1","1","1.94","5.96","7.26","6.87","0.0","0.0","999.0","sa3004666"
"Cole Aker","","0","0","6.44","0","1","0","1.0","1","1","0","1","1","1.85","6.39","6.86","6.67","0.0","0.0","999.0","sa3007462"
"Antonio Santillan","Reds","2","4","5.88","8","8","0","46.0","51","30","10","37","22","1.57","7.18","4.25","5.95","0.0","0.0","999.0","sa874781"
"Phillip Morse","","0","0","6.71","0","1","0","1.0","1","1","0","1","1","1.93","5.72","7.07","6.87","0.0","0.0","999.0","sa918349"
"Jeremy McKinney","","0","0","6.74","0","1","0","1.0","1","1","0","1","1","1.82","6.89","6.53","6.93","0.0","0.0","999.0","sa915723"
"Yunior Hinojosa","","0","0","6.70","0","1","0","1.0","1","1","0","1","1","1.93","5.69","7.13","6.87","0.0","0.0","999.0","sa3002930"
"Wander Cabrera","","0","0","6.55","0","1","0","1.0","1","1","0","1","1","1.98","5.51","7.62","6.88","0.0","0.0","999.0","sa873320"
"Wilfredo Pereira","","0","0","6.46","0","1","0","1.0","1","1","0","1","1","1.81","5.55","6.03","6.68","0.0","0.0","999.0","sa917136"
"Wilber Perez","","0","0","6.68","0","1","0","1.0","1","1","0","1","1","1.87","6.73","7.05","6.99","0.0","0.0","999.0","sa3005219"
"Felix Viloria","","0","0","6.55","0","1","0","1.0","1","1","0","1","1","1.97","5.60","7.51","6.89","0.0","0.0","999.0","sa828561"
"Sean Boyle","Yankees","0","0","6.96","0","1","0","1.0","1","1","0","1","1","1.98","5.78","7.43","7.16","0.0","0.0","999.0","sa3007618"
"Mark Conger","","0","0","6.78","0","1","0","1.0","1","1","0","1","1","1.90","5.86","6.78","6.89","0.0","0.0","999.0","sa3007716"
"Garrett Kelly","Cubs","0","0","6.57","0","1","0","1.0","1","1","0","1","1","1.88","6.64","7.22","6.77","0.0","0.0","999.0","sa920187"
"Jeremy Jeffress","","3","3","4.59","0","63","0","63.0","65","32","8","53","28","1.47","7.62","3.95","4.72","0.0","0.1","540.8","9490"
"Jose Moreno","","0","0","6.34","0","1","0","1.0","1","1","0","1","1","1.85","6.74","7.11","6.69","0.0","0.0","999.0","sa836384"
"Alberto Franco","","0","0","6.71","0","1","0","1.0","1","1","0","1","1","1.95","6.41","7.60","6.89","0.0","0.0","999.0","sa3005179"
"Mark Washington","","0","0","6.45","0","1","0","1.0","1","1","0","1","1","1.86","5.89","6.70","6.74","0.0","0.0","999.0","sa3005194"
"Jose Mora","","0","0","6.52","0","1","0","1.0","1","1","0","1","1","2.01","6.73","8.57","6.77","0.0","0.0","999.0","sa875839"
"Anfernee Benitez","","0","0","6.61","0","1","0","1.0","1","1","0","1","1","1.96","6.49","7.78","6.90","0.0","0.0","999.0","sa657700"
"Derek Craft","Yankees","0","0","6.97","0","1","0","1.0","1","1","0","1","1","2.02","6.10","7.99","7.18","0.0","0.0","999.0","sa3006824"
